host_response_time,host_response_rate,host_acceptance_rate,neighbourhood_cleansed,room_type,accommodates,beds,price,review_scores_rating,bathrooms_number,number_of_days_booked
within an hour,98,65,Downtown/Civic Center,Entire home/apt,4,2,258,4.766641295546558,1,3
within an hour,98,65,Downtown/Civic Center,Entire home/apt,4,2,258,5,1,3
within an hour,98,65,Downtown/Civic Center,Entire home/apt,4,2,258,4.766641295546558,1,3
within an hour,95,55,Downtown/Civic Center,Entire home/apt,4,2,258,4.75,1,3
within an hour,98,65,Downtown/Civic Center,Entire home/apt,4,2,258,4.766641295546558,1,3
within an hour,98,65,Nob Hill,Entire home/apt,4,2,258,4.766641295546558,1,3
within an hour,98,65,Downtown/Civic Center,Entire home/apt,4,2,258,4.766641295546558,1,3
within an hour,92,47,Nob Hill,Entire home/apt,4,2,258,5,1,3
within an hour,98,65,Downtown/Civic Center,Entire home/apt,6,3,312,4.766641295546558,1,44
within an hour,98,65,Nob Hill,Entire home/apt,6,3,312,4.766641295546558,1,44
within an hour,98,65,Downtown/Civic Center,Entire home/apt,6,3,312,4.766641295546558,1,44
within an hour,98,65,Nob Hill,Entire home/apt,6,3,312,4.766641295546558,1,44
within an hour,98,65,Downtown/Civic Center,Entire home/apt,6,3,312,4.766641295546558,1,44
within an hour,98,65,Downtown/Civic Center,Entire home/apt,6,3,312,4.766641295546558,1,44
within an hour,98,65,Nob Hill,Entire home/apt,6,3,312,4.766641295546558,1,44
within an hour,98,65,Nob Hill,Entire home/apt,6,3,312,4.766641295546558,1,44
within an hour,98,65,Downtown/Civic Center,Entire home/apt,6,3,312,4.766641295546558,1,44
within an hour,98,65,Downtown/Civic Center,Entire home/apt,6,3,312,4.766641295546558,1,44
within an hour,95,55,Downtown/Civic Center,Entire home/apt,6,3,246,4.766641295546558,1,44
within an hour,95,55,Downtown/Civic Center,Entire home/apt,6,3,246,5,1,44
within an hour,95,55,Downtown/Civic Center,Entire home/apt,6,3,246,4.766641295546558,1,44
within an hour,95,55,Downtown/Civic Center,Entire home/apt,6,3,246,4.766641295546558,1,44
within an hour,95,55,Downtown/Civic Center,Entire home/apt,6,3,246,4.766641295546558,1,44
within an hour,98,65,Nob Hill,Entire home/apt,6,3,390,4.766641295546558,2,41
within an hour,98,65,Nob Hill,Entire home/apt,6,3,390,4.766641295546558,2,41
within an hour,98,65,Downtown/Civic Center,Entire home/apt,6,3,390,4.766641295546558,2,41
within an hour,98,65,Downtown/Civic Center,Entire home/apt,6,3,390,4.766641295546558,2,41
within an hour,98,65,Downtown/Civic Center,Entire home/apt,6,3,390,5,2,47
within an hour,98,65,Downtown/Civic Center,Entire home/apt,6,3,390,4.766641295546558,2,41
within an hour,98,65,Downtown/Civic Center,Entire home/apt,6,3,390,4.766641295546558,2,41
within an hour,98,65,Downtown/Civic Center,Entire home/apt,6,3,390,4.766641295546558,2,41
within an hour,98,65,Downtown/Civic Center,Entire home/apt,6,3,390,4.766641295546558,2,41
within an hour,98,65,Nob Hill,Entire home/apt,6,3,390,4.766641295546558,2,41
within an hour,95,55,Downtown/Civic Center,Entire home/apt,6,3,308,4.766641295546558,2,41
within an hour,95,55,Downtown/Civic Center,Entire home/apt,6,3,390,5,2,41
within an hour,95,55,Downtown/Civic Center,Entire home/apt,6,3,308,4.766641295546558,2,41
within an hour,95,55,Downtown/Civic Center,Entire home/apt,6,3,308,4.766641295546558,2,41
within an hour,95,55,Downtown/Civic Center,Entire home/apt,6,3,308,4.766641295546558,2,45
within an hour,100,91,Noe Valley,Entire home/apt,4,2,236,4.97,1,215
within an hour,100,100,Financial District,Entire home/apt,3,2,285,4.94,1,193
within an hour,100,86,Sunset,Entire home/apt,4,3,130,5,1,45
within an hour,96,100,Sunset,Entire home/apt,6,3,181,4.39,2,365
within an hour,100,82,Castro/Upper Market,Entire home/apt,8,4,150,5,1,0
within an hour,100,82,Castro/Upper Market,Entire home/apt,4,2,100,4.5,1,49
within an hour,100,87,Mission,Entire home/apt,2,1,113,5,1,1
within an hour,96.43234029939234,0,Noe Valley,Entire home/apt,10,4,175,4.766641295546558,1,0
within an hour,100,97,Mission,Private room,1,1,45,5,1,102
within an hour,100,100,Mission,Entire home/apt,4,3,99,4,1,271
within an hour,100,100,Richmond,Entire home/apt,6,4,246,4.76,1,333
within a day,70,68,Potrero Hill,Entire home/apt,2,1,125,5,1,97
within an hour,100,99,Lakeshore,Entire home/apt,3,1,99,4.84,1,36
within an hour,100,84,North Beach,Entire home/apt,4,2,109,5,1,362
within an hour,100,100,North Beach,Entire home/apt,4,2,113,4.86,1,330
within an hour,100,97,Bernal Heights,Private room,2,2,68,5,1,199
within an hour,100,97,Bernal Heights,Private room,2,1,48,4.75,1,290
within an hour,100,97,Bernal Heights,Private room,2,1,51,4.89,1,199
within an hour,100,97,Mission,Private room,1,1,41,5,1,125
within an hour,100,97,Mission,Private room,1,1,42,5,1,124
within an hour,100,97,Mission,Private room,1,1,66,5,1,109
within an hour,100,100,Mission,Entire home/apt,4,2,179,5,2,1
within an hour,100,100,Potrero Hill,Entire home/apt,3,2,140,4.766641295546558,1,255
within an hour,96.43234029939234,0,Russian Hill,Entire home/apt,2,1,175,4.766641295546558,1,112
within an hour,100,100,Richmond,Entire home/apt,2,1,125,4.88,1,365
within an hour,100,100,Richmond,Entire home/apt,5,4,207,4.96,1,333
within an hour,100,85,Western Addition,Private room,2,1,83,4.84,1,365
within an hour,100,85,Western Addition,Private room,2,1,95,5,1,285
within an hour,96.43234029939234,87.44211994421188,Bernal Heights,Entire home/apt,2,1,106,4.766641295546558,1,319
within an hour,100,98,Noe Valley,Private room,1,1,55,5,1,352
within an hour,100,85,Western Addition,Private room,2,1,98,4.88,1,204
within an hour,100,94,Richmond,Entire home/apt,4,2,140,4.88,1,365
within an hour,100,100,Excelsior,Private room,2,1,50,4.68,1.2859279571232707,23
within an hour,96.43234029939234,67,Western Addition,Private room,1,1,240,4.766641295546558,1,365
within a few hours,88,93,Mission,Entire home/apt,2,1,92,4.766641295546558,1,3
within an hour,100,87,Western Addition,Entire home/apt,4,3,132,4.766641295546558,1,59
within an hour,100,100,Parkside,Entire home/apt,6,4,192,4.85,2,365
within a few hours,90,39,Western Addition,Entire home/apt,4,3,90,5,1,270
within an hour,100,98,South of Market,Entire home/apt,10,4,914,5,5,365
within an hour,98,81,Nob Hill,Entire home/apt,2,1,108,4,1,22
within an hour,100,53,North Beach,Entire home/apt,2,1,285,4.766641295546558,1,1
within an hour,96.43234029939234,87.44211994421188,Castro/Upper Market,Entire home/apt,4,2,295,4.766641295546558,1,282
within an hour,96.43234029939234,0,Western Addition,Entire home/apt,4,3,250,4.766641295546558,1,97
within an hour,100,96,Sunset,Entire home/apt,5,3,239,4.84,1,365
within a few hours,74,98,Nob Hill,Entire home/apt,2,1,136,4.766641295546558,1,1
within an hour,100,100,Richmond,Private room,4,2,145,4.5,2,277
within an hour,100,100,Richmond,Entire home/apt,3,2,159,4.84,1,236
within an hour,96.43234029939234,100,Ocean View,Entire home/apt,4,3,414,4.92,2,365
within an hour,98,98,Richmond,Entire home/apt,7,4,592,4.83,3,365
within an hour,100,99,Mission,Entire home/apt,2,1,88,4.68,1,362
within a few hours,100,25,Mission,Entire home/apt,2,1,200,5,1,8
within an hour,100,97,Noe Valley,Private room,2,1,96,5,1,304
within an hour,100,100,Lakeshore,Entire home/apt,6,3,300,4.78,3,112
within an hour,98,91,Nob Hill,Private room,5,1,727,4.766641295546558,2,246
within an hour,98,91,Nob Hill,Private room,5,1,908,4.766641295546558,1,246
within an hour,98,91,Nob Hill,Private room,5,1,681,4.766641295546558,1,246
within an hour,100,67,South of Market,Private room,1,1,38,4.766641295546558,1,1
within a day,100,69,Mission,Private room,1,1,61,4.766641295546558,0,216
within an hour,100,100,Lakeshore,Entire home/apt,4,2,153,4.79,1,193
within an hour,100,87,Richmond,Entire home/apt,2,1,106,3,1,120
within an hour,100,91,Sunset,Private room,5,2,241,4.94,1,126
within an hour,100,100,Western Addition,Entire home/apt,6,4,525,5,1,288
within an hour,96.43234029939234,100,Potrero Hill,Private room,1,3,120,4.766641295546558,3,365
a few days or more,25,100,Pacific Heights,Entire home/apt,3,2,275,5,2,5
within an hour,96.43234029939234,94,Bernal Heights,Private room,2,1,127,4.94,1,365
within an hour,100,92,Potrero Hill,Entire home/apt,2,1,100,4.766641295546558,1,0
within an hour,100,100,Sunset,Entire home/apt,6,5,248,4.83,1,276
within an hour,100,100,Richmond,Private room,4,2,149,5,1,58
within an hour,100,90,North Beach,Private room,4,2,284,4.766641295546558,1,19
within an hour,100,97,Mission,Private room,1,1,44,5,1,96
within an hour,100,100,Marina,Private room,6,3,425,5,2,154
within a few hours,100,93,Castro/Upper Market,Entire home/apt,3,2,269,4.89,1,272
within an hour,96,99,Nob Hill,Entire home/apt,4,2,214,5,1,342
within an hour,100,98,Castro/Upper Market,Private room,10,6,514,4.75,2,44
within an hour,100,100,Richmond,Entire home/apt,5,3,496,5,3,350
within an hour,100,99,Richmond,Entire home/apt,8,4,399,4.95,2,107
within an hour,100,100,Bernal Heights,Entire home/apt,6,3,183,4.85,3,325
within an hour,100,100,Excelsior,Entire home/apt,5,3,299,5,3,365
within an hour,100,98,Castro/Upper Market,Private room,10,6,514,5,2,31
within an hour,96.43234029939234,96,Noe Valley,Entire home/apt,5,3,325,5,2,365
within a day,100,36,Sunset,Entire home/apt,4,3,300,5,2,257
within an hour,100,93,Bernal Heights,Entire home/apt,3,2,320,4.92,1,88
within an hour,100,87,Mission,Entire home/apt,4,2,130,4.766641295546558,1,1
within an hour,100,93,Mission,Entire home/apt,4,2,130,4.766641295546558,1,1
within an hour,100,89,Western Addition,Entire home/apt,5,3,499,5,2,101
a few days or more,0,87.44211994421188,Marina,Entire home/apt,5,3,254,4.766641295546558,1,1
within a few hours,100,100,Mission,Entire home/apt,4,2,105,5,1,1
within an hour,100,98,Lakeshore,Entire home/apt,6,3,230,4.86,3,365
within an hour,100,100,South of Market,Entire home/apt,6,3,182,5,1,198
within an hour,100,95,Russian Hill,Private room,2,1,299,4.766641295546558,1,337
within an hour,96.43234029939234,87.44211994421188,Downtown/Civic Center,Entire home/apt,2,1,190,4.766641295546558,1,1
within a day,100,69,Mission,Private room,1,1,33,3,0,352
within a day,100,69,Nob Hill,Private room,1,1,76,4.766641295546558,0,180
within a day,100,69,Mission,Private room,1,1,36,4.766641295546558,0,340
within a day,100,69,Mission,Private room,1,1,39,4.766641295546558,0,340
within a few hours,100,100,Mission,Entire home/apt,5,2,150,4,1,34
within an hour,92,61,Downtown/Civic Center,Entire home/apt,4,2,243,4.5,1,304
within an hour,92,61,Downtown/Civic Center,Entire home/apt,4,2,243,5,1,305
within an hour,92,61,Nob Hill,Entire home/apt,4,2,339,5,1,304
within an hour,98,65,Downtown/Civic Center,Entire home/apt,4,2,226,4.766641295546558,1,26
within an hour,98,65,Downtown/Civic Center,Entire home/apt,4,2,226,5,1,26
within an hour,98,65,Downtown/Civic Center,Entire home/apt,4,2,226,4.766641295546558,1,26
within an hour,98,65,Downtown/Civic Center,Entire home/apt,4,2,226,4.766641295546558,1,26
within an hour,98,65,Downtown/Civic Center,Entire home/apt,4,2,226,4.766641295546558,1,26
within an hour,98,65,Downtown/Civic Center,Entire home/apt,4,2,226,4.766641295546558,1,26
within an hour,98,65,Downtown/Civic Center,Entire home/apt,4,2,226,4.766641295546558,1,26
within an hour,98,65,Downtown/Civic Center,Entire home/apt,4,2,226,4.766641295546558,1,26
within an hour,98,65,Downtown/Civic Center,Entire home/apt,4,2,226,4.766641295546558,1,26
within an hour,98,65,Downtown/Civic Center,Entire home/apt,4,2,226,4.766641295546558,1,26
within an hour,95,55,Downtown/Civic Center,Entire home/apt,4,2,226,5,1,26
within an hour,95,55,Downtown/Civic Center,Entire home/apt,4,2,226,5,1,26
within an hour,95,55,Downtown/Civic Center,Entire home/apt,4,2,324,5,1,26
within an hour,95,55,Downtown/Civic Center,Entire home/apt,4,2,324,5,1,26
within an hour,95,55,Downtown/Civic Center,Entire home/apt,4,2,324,5,1,26
within an hour,92,47,Downtown/Civic Center,Entire home/apt,4,2,324,5,1,26
within an hour,92,47,Downtown/Civic Center,Entire home/apt,4,2,324,4.5,1,26
within an hour,92,47,Downtown/Civic Center,Entire home/apt,4,2,324,4.33,1,26
within an hour,92,47,Downtown/Civic Center,Entire home/apt,4,2,324,4.766641295546558,1,26
within an hour,92,47,Downtown/Civic Center,Entire home/apt,4,2,324,4.766641295546558,1,26
within an hour,96,65,Downtown/Civic Center,Entire home/apt,4,2,256,3,1,26
within an hour,96,65,Downtown/Civic Center,Entire home/apt,4,2,324,5,1,26
within an hour,96,65,Downtown/Civic Center,Entire home/apt,4,2,226,4.766641295546558,1,26
within an hour,96,65,Downtown/Civic Center,Entire home/apt,4,2,324,4.25,1,26
within an hour,96,65,Downtown/Civic Center,Entire home/apt,4,2,226,4.25,1,26
within an hour,96,65,Downtown/Civic Center,Entire home/apt,4,2,226,5,1,26
within an hour,96,65,Downtown/Civic Center,Entire home/apt,4,2,178,4.766641295546558,1,29
within an hour,96,65,Downtown/Civic Center,Entire home/apt,4,2,226,5,1,26
within an hour,96,65,Downtown/Civic Center,Entire home/apt,4,2,226,5,1,26
within an hour,96,65,Downtown/Civic Center,Entire home/apt,4,2,226,5,1,26
within an hour,96,65,Downtown/Civic Center,Entire home/apt,6,3,308,4.766641295546558,2,41
within an hour,96,65,Downtown/Civic Center,Entire home/apt,6,3,308,4.766641295546558,2,41
within an hour,96,65,Downtown/Civic Center,Entire home/apt,6,3,308,4.766641295546558,2,44
within an hour,96,65,Downtown/Civic Center,Entire home/apt,6,3,390,5,2,41
within an hour,96,65,Downtown/Civic Center,Entire home/apt,6,3,526,5,2,41
within an hour,96,65,Downtown/Civic Center,Entire home/apt,6,3,246,5,1,44
within an hour,96,65,Downtown/Civic Center,Entire home/apt,6,3,246,5,1,44
within an hour,96,65,Downtown/Civic Center,Entire home/apt,6,3,246,4.766641295546558,1,44
within an hour,96,65,Downtown/Civic Center,Entire home/apt,6,3,246,4.766641295546558,1,44
within an hour,96,65,Downtown/Civic Center,Entire home/apt,6,3,246,4.766641295546558,1,46
within an hour,96,65,Downtown/Civic Center,Entire home/apt,4,2,258,4.766641295546558,1,3
within an hour,96,65,Downtown/Civic Center,Entire home/apt,4,2,258,4.766641295546558,1,3
within an hour,96,65,Downtown/Civic Center,Entire home/apt,4,2,258,5,1,3
within an hour,96,65,Downtown/Civic Center,Entire home/apt,4,2,258,5,1,3
within an hour,96,65,Downtown/Civic Center,Entire home/apt,4,2,336,5,1,3
within a few hours,100,100,South of Market,Entire home/apt,3,2,175,5,2,102
within an hour,100,99,Marina,Private room,1,1,58,4,1,50
within an hour,100,100,Haight Ashbury,Entire home/apt,2,2,145,5,1,12
within an hour,100,99,Downtown/Civic Center,Entire home/apt,2,1,152,4.766641295546558,1,2
within an hour,96.43234029939234,100,Chinatown,Entire home/apt,2,1,201,4.766641295546558,1,365
within an hour,100,100,Western Addition,Entire home/apt,11,6,591,4.87,2,365
within an hour,100,89,North Beach,Private room,1,1,58,4,1,365
within a day,100,87.44211994421188,Marina,Entire home/apt,3,2,135,4.766641295546558,1,0
within an hour,100,92,North Beach,Entire home/apt,1,1,180,4.67,1,186
within a day,100,69,Mission,Private room,1,1,64,4.766641295546558,0,3
within an hour,100,50,Pacific Heights,Entire home/apt,2,1,145,4.766641295546558,1,305
within an hour,100,100,Potrero Hill,Entire home/apt,5,2,259,4.766641295546558,2,352
within an hour,96.43234029939234,87.44211994421188,Nob Hill,Entire home/apt,4,2,304,4.766641295546558,1,173
within an hour,96.43234029939234,87.44211994421188,Chinatown,Entire home/apt,4,2,304,4.766641295546558,1,173
within an hour,96.43234029939234,87.44211994421188,Chinatown,Entire home/apt,4,2,304,4.766641295546558,1,173
within an hour,96.43234029939234,87.44211994421188,Chinatown,Entire home/apt,4,2,304,4.766641295546558,1,173
within an hour,96.43234029939234,87.44211994421188,Nob Hill,Entire home/apt,4,2,304,4.766641295546558,1,173
within an hour,96.43234029939234,87.44211994421188,Chinatown,Entire home/apt,4,2,304,4.766641295546558,1,173
within an hour,96.43234029939234,87.44211994421188,Chinatown,Entire home/apt,4,2,304,4.766641295546558,1,173
within an hour,96.43234029939234,87.44211994421188,Chinatown,Entire home/apt,4,2,304,4.766641295546558,1,354
within an hour,96.43234029939234,87.44211994421188,Chinatown,Entire home/apt,4,2,304,4.766641295546558,1,354
within an hour,96.43234029939234,87.44211994421188,Chinatown,Entire home/apt,4,2,304,4.766641295546558,1,354
within an hour,96.43234029939234,87.44211994421188,Chinatown,Entire home/apt,4,2,304,4.766641295546558,1,354
within an hour,96.43234029939234,87.44211994421188,Chinatown,Entire home/apt,4,2,304,4.766641295546558,1,201
within an hour,96.43234029939234,87.44211994421188,Nob Hill,Entire home/apt,4,2,304,4.766641295546558,1,201
within an hour,96.43234029939234,87.44211994421188,Chinatown,Entire home/apt,4,2,304,4.766641295546558,1,201
within an hour,96.43234029939234,87.44211994421188,Chinatown,Entire home/apt,4,2,304,4.766641295546558,1,201
within an hour,96.43234029939234,87.44211994421188,Nob Hill,Entire home/apt,4,2,304,4.766641295546558,1,201
within an hour,96.43234029939234,87.44211994421188,Nob Hill,Entire home/apt,2,1,261,4.766641295546558,1,159
within an hour,96.43234029939234,87.44211994421188,Chinatown,Entire home/apt,2,1,261,4.766641295546558,1,159
within an hour,96.43234029939234,87.44211994421188,Chinatown,Entire home/apt,2,1,261,4.766641295546558,1,159
within an hour,96.43234029939234,87.44211994421188,Nob Hill,Entire home/apt,2,1,261,4.766641295546558,1,159
within an hour,96.43234029939234,87.44211994421188,Chinatown,Entire home/apt,2,1,261,4.766641295546558,1,159
within an hour,96.43234029939234,87.44211994421188,Nob Hill,Entire home/apt,2,1,261,4.766641295546558,1,159
within an hour,96.43234029939234,87.44211994421188,Nob Hill,Entire home/apt,2,1,261,4.766641295546558,1,159
within an hour,96.43234029939234,87.44211994421188,Nob Hill,Entire home/apt,2,1,261,4.766641295546558,1,159
within an hour,96.43234029939234,87.44211994421188,Chinatown,Entire home/apt,2,1,261,4.766641295546558,1,159
within an hour,96.43234029939234,87.44211994421188,Chinatown,Entire home/apt,2,1,304,4.766641295546558,1,354
within an hour,96.43234029939234,87.44211994421188,Chinatown,Entire home/apt,2,1,304,4.766641295546558,1,354
within an hour,96.43234029939234,87.44211994421188,Nob Hill,Entire home/apt,2,1,304,4.766641295546558,1,354
within an hour,96.43234029939234,87.44211994421188,Nob Hill,Entire home/apt,2,1,304,4.766641295546558,1,354
